estimator,from_cache,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,_raw_turns,chat_preamble,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
OpenAIAPI:gpt-4o-2024-05-13,False,إذا في إمكان، بفضل ما ينقلع السن.,['إذا كان بالإمكان ، ما كنت شلت السنة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8857880>,4.286580497900372,26.027291860811996,0.1959049319870676,0.4311904311180115,0.4543350636959076,0.9468042105436325,0.4301663513048948,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nإذا كان بالإمكان ، لم أكن لأخلع السنّة .\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,بدنا غرفة بتطل عالبحيرة.,['بدنا أوضة بتطل على البحيرة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8857be0>,11.731175160263996,48.12952321512657,0.059274786133191704,0.06812585145235062,0.8700777292251587,0.9911755733191967,0.8623997920970115,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nنرغب في حجرة تطل على البحيرة .\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,فهمت، بس ما بقدر قوله.,['فهمان، بس ما بقدر قولها.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8857e50>,31.55984539112946,67.50607309356329,0.16690156240038334,0.17786666750907898,0.938352108001709,0.9942986476235092,0.9330022319807683,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأفهم ، لكن لا أستطيع أن أقولها .\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,عم دور على كروت موديل هاواي.,['دوّر على كروت بتعكس طبيعة جزر هاواي.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8857d00>,20.706193828327603,43.68424438958603,0.0005305048965917637,0.02530585788190365,0.020963719114661217,0.9724223855882883,0.02038558975228166,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nابحث عن كروت لمناظر تعكس طبيعة جزر هاواي .\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,عفواً. اكبيس زر التصوير، لو سمحت.,['عذرًا، كبس على ضلف الشباك الخشبيين، لو سمحت.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8857d60>,13.264759167412226,30.140339357958588,0.021647938524911314,0.376423180103302,0.05750957876443863,0.9440945242531598,0.054294478403612303,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nمعذرة , قم بالضغط على مصراعي النافذة الخشبيين , من فضلك .\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,بونساي شكلها هواية شخص كبير بالعمر.,['البونساي بتبين كهواية لشخص كبير بالعمر.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88573a0>,27.22589423069701,56.489603376063414,0.2118520438295235,0.33131152391433716,0.6394345760345459,0.8479745388031006,0.5422242397076502,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nتبدو البونساي كهواية شخص هرم .\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,ممكن تعطيني تذكرة متعددة؟,['فيي آخد تذكرة متعددة الاستخدام؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8857430>,22.416933501922287,36.48473865634986,0.004436062170802169,0.009127499535679817,0.48601067066192627,0.9943140040850267,0.4832472159739091,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nهل أستطيع الحصول على تذكرة متعددة الاستخدام ؟\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,بدي شوية تفاح، لو سمحت.,['بدي شوية تفاح، إذا بتريد.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8857310>,61.04735835807847,56.46363361063831,0.5032702116793395,0.524276077747345,0.9599335789680481,0.9940356155857444,0.9542081660909305,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأريد بعض التفاح ، من فضلك .\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أنت عملت هالشي.,['قدرت حقق هالشي.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8857ac0>,30.213753973567677,34.99150155400155,0.2977561005728955,0.420301228761673,0.7084349989891052,0.9037639405578375,0.6402580063154814,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nلقد تمكنت ن تحقيق ذلك .\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,مية وخمسة وتلاتين ين لكل دولار.,['مية وخمسة وتلاتين ين للدولار الواحد.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8857b50>,61.153805769010226,73.43414051869831,0.03495780909096524,0.11558841913938522,0.30243349075317383,0.44877858832478523,0.13572567504234634,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nمائة وخمسة وثلاثون ين للدولار الواحد .\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,لساته كله محجوز؟,['محجوز كله؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8857a90>,30.28512683288236,23.35151564909303,0.02007430575341962,0.04092075675725937,0.49056535959243774,0.11563156638294458,0.056724840942886046,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nهل هو محجوز بالكامل ؟\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,شو هية أوبرة اليوم؟,['شو عرض الأوبرا اليوم؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8857f40>,13.540372457315735,34.76950655113021,0.01994899211700263,0.028676791116595268,0.6956493854522705,0.9525268822908401,0.6626247402923902,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nما عرض الأوبرا اليوم ؟\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,بدي تذكرتين روحة رجعة على أوكسفورد.,['بدي تذكرتين روحة رجعة لأكسفورد.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8857ee0>,60.659974333376745,71.89219228980399,0.5970171780502227,0.7587463855743408,0.7868468165397644,0.9938529506325722,0.782010030313891,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأريد تذكرتين ذهاب وعودة إلى أكسفورد .\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,من وين فيني اشتري تذكرة رافعة عليها حسم؟,['من وين فيني اشتري بطاقة توصيل بالكوبون؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8857ca0>,33.85555661549305,43.11444527559748,0.8192154929992235,0.9757718443870544,0.8395563960075378,0.9953159897122532,0.8356239052114949,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nمن أين يسعني شراء تذكرة توصيل بالكوبون ؟\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,سمعت من قبل بالاسبوع الدهبي باليابان؟,['سمعت من قبل عن الأسبوع الذهبي باليابان؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88576a0>,39.832871551569504,62.73701595332719,0.00023748859040921728,0.027370603755116463,0.008676775731146336,0.0739985688123852,0.000642068986010866,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nهل سمعت من قبل عن أسبوع ذهبي في اليابان ؟\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هو بآخر القاعة.,['آخر الممر.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8857490>,9.688464563433238,21.83695492724572,0.0011388128866548497,0.11386968940496445,0.010001018643379211,0.3593149557709694,0.0035935155715104417,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nإنه طول الطريق لنهاية البهو .\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,دلني على مكان ظريف من هالنهر، إذا سمحت.,['خبرني عن منطقة منيحة لهالنهر، إذا بتريد.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88579a0>,17.609282679116177,28.888047336670407,0.2296584616616304,0.2606925666332245,0.880955159664154,0.994156077154912,0.8758069256810946,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأخبرني عن منطقة جيدة لهذا النهر ، من فضلك .\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,رح نتسلى كتير برحلة المشي.,['رحلتنا عالتخييم لازم تكون حلوة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8857610>,4.02724819242185,13.092121491681908,0.386789071080031,0.5629936456680298,0.6870220899581909,0.9890751913189888,0.6795165050657692,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nرحلتنا للتخييم يجب أن تكون ممتعة .\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,ممكن تبعتها على عنواني باليابان عن طريق خدمة جمع الطرد البريدي؟,['ممكن تبعتها على عنواني باليابان عن طريق بريد الطرود الدولي وتاخد حقها من هنيك؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88a8f70>,38.10048863884786,65.15684426413605,0.5302110638696789,0.8558064699172974,0.6195455193519592,0.9894784800708294,0.6130269588230692,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nهل يمكن أن ترسلها إلى عنواني في اليابان عن طريق بريد الطرود الدولي وتحصل الثمن من هناك ؟\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,مخارج الطوارء موجودة بأول هي الطيارة، وبنصها، وبآخرها.,['مخارج الطوارئ بتلاقيها بالأمام وبالوسط وبالخلف بهالطيارة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88a8f40>,12.58220555845937,29.71821062372163,0.7309873837611462,0.9423808455467224,0.7756814956665039,0.9936503507196903,0.7707561902157956,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nتقع منافذ الخروج للطوارئ في مقدمة ووسط ومؤخرة هذه الطائرة .\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,عم دور على شي مرتب.,['عم دور على شي أنيق.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88a8ac0>,43.47208719449914,63.17120379620379,0.7151633368601509,0.9413320422172546,0.7597354650497437,0.9920910277869552,0.7537267383674006,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأنا أبحث عن شيء أنيق .\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,اوك. رح اجي آخدك من الأوتيل عالساعة تمانة.,['ايه مظبوط. رح مر عليك و آخدك بالسيارة من الفندق اللي نازل فيه الساعة تمانية.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88a8b80>,5.856458233275369,33.368141012852846,0.017082443654817814,0.017412390559911728,0.9810510277748108,0.9941446626326069,0.9753066430325615,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nو هو كذلك . سأمر عليك و آخذك بالسيارة من الفندق الذي تقيم فيه في الساعة الثامنة .\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أنو شارع هاد؟,['شو هاد الشارع؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88a8a90>,10.682175159905853,21.772887369728178,0.15449465218006253,0.16952228546142578,0.9113530516624451,0.990541604347527,0.9027331139207331,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nما هذا الشارع ؟\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,تسعة وعشرين آب.,['تسعة وعشرين آب.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88a8220>,100.00000000000004,100.0,0.0,0.16509561240673065,0.0,0.4055880755186081,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nالتاسع والعشرون من أغسطس .\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,بدك تدفع الفاتورة هلأ؟,['بدك تصفي الفاتورة هلق؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88a8580>,32.46679154750989,48.176876013563316,0.1124282181006464,0.1418832689523697,0.7923994064331055,0.9945842153392732,0.788107941882576,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nهل تريد تسوية الفاتورة الآن ؟\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,ما معي مصاري أبداً.,['ما معي مصاري.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88a85e0>,47.39878501170795,62.357429268456684,0.26375731390097457,0.29585129022598267,0.8915199041366577,0.9839985817670822,0.8772543212875963,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nلا امتلك أي نقود .\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أكتر مبيعات عنا خلال الأربع سنين الماضية هي مكنة التصوير إيه إكس أربعمية وخمسين.,['أكتر منتجاتنا اللي انباعت خلال الأربع سنين الماضية هي الآلة الناسخة موديل A450.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88a88e0>,26.86998379976325,40.88008384029374,0.026738794280806166,0.05364278331398964,0.49846023321151733,0.229431250016205,0.11436235438908748,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأكثر منتجاتنا بيعت عبر السنوات الأربع الماضية هي الآلة الناسخة طراز أ . أكس أربعة خمسة صفر .\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,زابط منيح.,['بتلبق تمام.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88a81f0>,10.682175159905848,9.60578842315369,0.0,0.0,0.0,0.0,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأنها مناسبة تماما .\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,بدي اتأكد من غراضي الغالية.,['بدي راجع أغراضي القيمة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88a8520>,10.229197414177778,28.225620015321446,0.06423518207113776,0.09394480288028717,0.6837545037269592,0.991657443344593,0.6780502430412274,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأودّ مراجعة ممتلكاتي الثمينة .\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,الاستاذ كوباياشي كان عم يدور عليك.,['السيد كوباياشي كان عم يدور عليك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88a8100>,83.1353976469103,78.86269785299015,0.6010695774437345,0.6334711909294128,0.948850691318512,0.9333559852093458,0.8856154718121586,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nالسيد كوباياشي كان يبحث عنك .\nTranslation:'}]}]",,syr,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,بدي شي مكان صغير.,['بدي محل صغير.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e88a8760>,27.534765745159184,34.67897152527169,0.31297179716739265,0.36203765869140625,0.8644730448722839,0.9868140816688538,0.8530741739031207,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأريد مكان ما صغير .\nTranslation:'}]}]",,syr,False,None,None,None
