estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,_raw_turns,from_cache,chat_preamble,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
OpenAIAPI:gpt-4o-2024-05-13,ويمكن القيام بذلك بسهولة باستخدام منبه هادئة نسبياً ليُعيدك إلى وعيك دون إيقاظك كلياً.,['ويمكن تسويتها بسهولة باستخدام منبه هادي نسبياً عشان يرجعك لوعيك بدون ما يصحيك كلياً.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d899f310>,29.682624860824667,44.40968109250739,0.1497454125678317,0.37515345215797424,0.3991577625274658,0.6796408999944106,0.27128394096392205,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nويمكن القيام بذلك بسهولة باستخدام منبه هادئة نسبياً ليُعيدك إلى وعيك دون إيقاظك كلياً.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,سافروا عودةً إلى باريس في عربة يحيط بهم حشد كبير من الناس الذين يصرخون ويهتفون ضد الملك والملكة.,['رجعوا باريس في عربة والناس حولهم يصرخون ويهتفون ضد الملك والملكة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d899f1f0>,45.239317969654884,51.77733198082984,0.011646782138449163,0.11068142205476761,0.10522797703742981,0.6128975513856858,0.06449396946350991,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nسافروا عودةً إلى باريس في عربة يحيط بهم حشد كبير من الناس الذين يصرخون ويهتفون ضد الملك والملكة.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,اكتشفَ د. توني مول مرضَ السّل شديد المقاومةِ للأدويةِ أو ما بعرف ب (XDR-TB) في منطقةِ كوازولوناتال في جنوب إفريقيا.,['اكتشف الدكتور توني مول مرض السّل اللي ما يستجيب للأدوية أو اللي يعرف بـ (XDR-TB) في منطقة كوازولو ناتال في جنوب إفريقيا.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d899f220>,40.65167235290558,55.07532015241343,0.005919679552202101,0.012294559739530087,0.4814877212047577,0.9160360412206501,0.4410601060287583,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nاكتشفَ د. توني مول مرضَ السّل شديد المقاومةِ للأدويةِ أو ما بعرف ب (XDR-TB) في منطقةِ كوازولوناتال في جنوب إفريقيا.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,إن فكرة التزلج قديمة جداً — يعود تاريخ لوحات الكهوف التي تصور المتزلجين إلى سنة ٥٠٠٠ قبل الميلاد!,['فكرة التزلج قديمة مرة — رسومات الكهوف اللي تصوّر المتزلجين ترجع لسنة ٥٠٠٠ قبل الميلاد!'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d899f400>,42.37986574150216,55.6415352563215,0.3980872721876061,0.878930926322937,0.45292213559150696,0.9603480665246025,0.43496289720149756,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nإن فكرة التزلج قديمة جداً — يعود تاريخ لوحات الكهوف التي تصور المتزلجين إلى سنة ٥٠٠٠ قبل الميلاد!\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,في بعض الأحيان، يواجه المسافرون الذين يجدون سهولة في التكيف مع الثقافة الجديدة صعوبة خاصة في إعادة التكيف مع ثقافتهم الأصلية.,['أحياناً، يواجه المسافرين اللي يتأقلمون بسهولة مع الثقافة الجديدة صعوبة خاصة في إعادة التأقلم مع ثقافتهم الأصلية.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d899f940>,49.72047007600739,61.306194558588224,0.005647336404545289,0.20153294503688812,0.028021901845932007,0.961423069704324,0.026940902891669213,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nفي بعض الأحيان، يواجه المسافرون الذين يجدون سهولة في التكيف مع الثقافة الجديدة صعوبة خاصة في إعادة التكيف مع ثقافتهم الأصلية.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,يمكنك أن تسمع صوت السيّاح والبائعين هنا دائماً عادةً. فقصة الصوت والضوء تشبه قصة كتابٍ.,['تقدر تسمع صوت السياح والبياعين هنا دايم عادةً. فقصة الصوت والضوء تشبه قصة كتاب.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d899f4c0>,56.85576036362873,65.46160507632572,0.6536822161851035,0.9467857480049133,0.690422534942627,0.9774621755641419,0.6748619130635299,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nيمكنك أن تسمع صوت السيّاح والبائعين هنا دائماً عادةً. فقصة الصوت والضوء تشبه قصة كتابٍ.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,لم يكن من الممكن أن تتضمن الوَجَباتِ الرومانية القديمةِ الأطعمةَ اللي جاءت إلى أوروبا من أمريكا أو من آسيا في القرون اللاحقة.,['ما كان ممكن إن الوجبات الرومانية القديمة تتضمن الأكلات اللي جات لأوروبا من أمريكا أو آسيا في القرون اللي بعدين.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d899f520>,31.77057278997715,49.26685851164816,0.5032955440905944,0.9448211789131165,0.5326886773109436,0.9869076087488793,0.5257145087325468,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nلم يكن من الممكن أن تتضمن الوَجَباتِ الرومانية القديمةِ الأطعمةَ التي جاءت إلى أوروبا من أمريكا أو من آسيا في القرون اللاحقة.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,تصنع النباتات طعامها من الشمس من خلال التمثيل الضوئي. كما يوفرون الظل.,['النباتات تسوي أكلها من الشمس عن طريق التمثيل الضوئي. وكمان يعطون ظل.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d899f100>,32.88861494180287,45.739864645652524,0.561353480775125,0.9313613772392273,0.6027235984802246,0.9830965508008376,0.5925354907521778,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nتصنع النباتات طعامها من الشمس من خلال التمثيل الضوئي. كما يوفرون الظل.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,تكوين هذه البلورات متطابق مع تلك الموجودة في بول الحيوانات الأليفة المتأثرة عند مقارنتها بواسطة التحليل الطيفي بالأشعة تحت الحمراء (FTIR).,['تكوين هالبلورات نفس اللي موجودة في بول الحيوانات الأليفة المتأثرة لما نقارنها بالتحليل الطيفي بالأشعة تحت الحمراء (FTIR).'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0f81ca0>,54.83377183200651,66.32932628264425,0.010186020617322655,0.029677990823984146,0.34321799874305725,0.9773730500601232,0.3354520222670334,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nتكوين هذه البلورات متطابق مع تلك الموجودة في بول الحيوانات الأليفة المتأثرة عند مقارنتها بواسطة التحليل الطيفي بالأشعة تحت الحمراء (FTIR).\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,وقع من ضمن الخسائر نيكولاس ألدين صاحب الخمسة وعشرين عاماً وذاكاري كوديباك صاحب الواحد وعشرين عاماً. كان كوديباك السائق.,['من ضمن الخسائر نيكولاس ألدين عمره خمسة وعشرين سنة وذاكاري كوديباك عمره واحد وعشرين سنة. كان كوديباك السواق.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0f81a60>,51.3239203316785,59.99942210242162,0.10689483951922618,0.3205489218235016,0.333474338054657,0.45940491353394464,0.15319974943978912,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nوقع من ضمن الخسائر نيكولاس ألدين صاحب الخمسة وعشرين عاماً وذاكاري كوديباك صاحب الواحد وعشرين عاماً. كان كوديباك السائق.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,في سبيل المقارنة بين التعداد السكاني التي تدهش الكثيرين: عدد السكان الأمريكان الأفريقيين اللذين يقيمون في الولايات المتحدة الأمريكية أكثر من عدد المواطنين الكنديين.,['عشان نقارن بين التعداد السكاني اللي يدهش الكثيرين: عدد السكان الأمريكان الأفريقيين اللي يقيمون في أمريكا أكثر من عدد المواطنين الكنديين.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0f81400>,59.749849684027275,66.8322203922133,0.33740194218373176,0.7980713844299316,0.4227716326713562,0.9713716828264296,0.41066839227925245,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nفي سبيل المقارنة بين التعداد السكاني التي تدهش الكثيرين: عدد السكان الأمريكان الأفريقيين اللذين يقيمون في الولايات المتحدة الأمريكية أكثر من عدد المواطنين الكنديين.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,تذكر أنه على الرغم من أن الموسيقى في المنصات الرئيسية قد تكون انتهت، إلا أن هناك أقسام من المهرجان قد تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل.,['تذكر إنه على الرغم من إن الموسيقى في المنصات الرئيسية قد تكون انتهت، إلا إنه فيه أقسام من المهرجان ممكن تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0f81be0>,76.77335471282748,81.72855818212525,0.0,0.6015037298202515,0.0,0.9604256830643862,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nتذكر أنه على الرغم من أن الموسيقى في المنصات الرئيسية قد تكون انتهت، إلا أن هناك أقسام من المهرجان قد تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,أنواع النبيذ الفرنسي متعددة، ولكن النبيذ النيوزيلندي والأسترالي قد يحظيا بانتشار أوسع.,['أنواع النبيذ الفرنسي كثيرة، لكن النبيذ النيوزيلندي والأسترالي يمكن يكون منتشر أكثر.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0f81c70>,49.51694191970846,58.73477784429117,0.0018921306920062775,0.12448233366012573,0.01519999373704195,0.8651465178700164,0.0131502216532479,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nأنواع النبيذ الفرنسي متعددة، ولكن النبيذ النيوزيلندي والأسترالي قد يحظيا بانتشار أوسع.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,فرّ جميعهم عائدين من حيث وقعت الحادثة.,['كلهم هربوا راجعين من مكان ما صار الحادث.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d893dfa0>,5.816635421147515,19.575302172590384,0.013593943390940888,0.027398254722356796,0.49616092443466187,0.12021296669263393,0.059644976683250465,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nفرّ جميعهم عائدين من حيث وقعت الحادثة.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,يعتمد مطبخ مايوركا، مثل مطبخ المناطق المماثلة في البحر الأبيض المتوسط، على الخبز والخضروات واللحوم (خاصة لحم الخنزير)، ويستخدم زيت الزيتون في جميع الأنحاء.,['يعتمد مطبخ مايوركا، زي باقي المناطق اللي في البحر الأبيض المتوسط، على الخبز والخضار واللحوم (خصوصاً لحم الخنزير)، ويستخدمون زيت الزيتون في كل شي.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d893dca0>,59.161198626087355,65.44146242918393,0.19067209008579766,0.9264747500419617,0.20580387115478516,0.964005874353461,0.1983961407578957,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nيعتمد مطبخ مايوركا، مثل بقية المناطق المماثلة في البحر الأبيض المتوسط، على الخبز والخضروات واللحوم (خاصة لحم الخنزير)، ويُستخدم زيت الزيتون في جميع الأشياء.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,إذا قررت زيارة منطقة القطب الشمالي أو القطب الجنوبي في الشتاء، فسوف تجرب الليل القطبي، وهو يعني أن الشمس لا ترتفع فوق الأفق.,['إذا قررت تزور منطقة القطب الشمالي أو الجنوبي في الشتاء، بتجرب الليل القطبي، يعني الشمس ما تطلع فوق الأفق.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d893dc40>,47.78764617504996,62.60945226429821,0.08604378716908556,0.506771445274353,0.1697881519794464,0.962405715836212,0.1634050879462867,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nإذا قررت زيارة منطقة القطب الشمالي أو القطب الجنوبي في الشتاء، فسوف تجرب الليل القطبي، وهو يعني أن الشمس لا ترتفع فوق الأفق.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,ذهب أكثر من 4 ملايين شخص إلى روما لحضور الجنازة.,['راحوا أكثر من 4 مليون شخص لروما عشان يحضرون الجنازة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d893db50>,20.706193828327603,44.05069139517344,0.32816684401716323,0.4893174469470978,0.6706624627113342,0.9301369113381952,0.623807911616788,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nذهب أكثر من 4 ملايين شخص إلى روما لحضور الجنازة.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,لقد غرقت جميع السفن باستثناء طراد بريطاني واحد. وغرق ما يقرب من 200 شخص أمريكي وألماني.,['غرقت كل السفن إلا طراد بريطاني واحد. وغرقوا حوالي ٢٠٠ شخص أمريكي وألماني.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d893d160>,51.25744826246783,52.79721646542145,0.0013359198446198373,0.14926639199256897,0.008949903771281242,0.24996855258359574,0.002237194491469637,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nلقد غرقت جميع السفن باستثناء طراد بريطاني واحد. وغرق وما يقرب من 200 شخص أمريكي وألماني.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,كوني حازمة في رفض الرجال، ولا تخافي من التمسك بموقفك (لا تجعل الاختلافات الثقافية الأمر مقبولاً!).,['كوني صارمة في رفض الرجال، ولا تخافين من التمسك بموقفك (لا تخلي الاختلافات الثقافية تخلي الأمر مقبول!).'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d893d5e0>,55.35376334052396,71.67519464892031,0.023088563434589204,0.07736457884311676,0.2984384298324585,0.9057479259208776,0.2703099888358326,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nكوني حازمة في رفض الرجال، ولا تخافي من التمسك بموقفك (لا تجعل الاختلافات الثقافية الأمر مقبولاً!).\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,قد أدت عمليات الإنزال في اليوم المشهود والمعارك التالية له إلى تحرير شمال فرنسا، لكن الجنوب لم يكن قد حُرر بعد.,['عمليات إنزال يوم النصر والمعارك اللي بعدها حررت شمال فرنسا، لكن الجنوب ما كان تحرر بعد.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d893d4f0>,29.391369987254482,43.1848989728239,0.019569929448718604,0.051662638783454895,0.3788023591041565,0.6990094027132727,0.2647864107837751,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nلقد أدت عمليات إنزال يوم النصر والمعارك التالية له إلى تحرير شمال فرنسا، لكن الجنوب لم يكن قد حُرر بعد.\nTranslation:'}]}]",False,,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,عند استغلال جميع الموارد المتاحة بشكل فعال عبر الإدارات الوظيفية في المنظمة، يمكن أن يتحقق الإبداع والبراعة.,['لما نستغل كل الموارد المتاحة بشكل فعّال بين الإدارات في المنظمة، ممكن نحقق الإبداع والبراعة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d893d400>,45.86869953767977,54.809568500946625,0.01680462948932515,0.2296537607908249,0.07317376136779785,0.5618539737770334,0.04111296860070959,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nعند استغلال جميع الموارد المتاحة بشكل فعال عبر الإدارات الوظيفية في المنظمة، يمكن أن يتحقق الإبداع والبراعة.\nTranslation:'}]}]",False,,sau,False,None,None,None
