estimator,from_cache,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,_raw_turns,chat_preamble,documents,desired_output_dialect,too_few_tokens,error,error_traceback
OpenAIAPI:gpt-4o-2024-08-06,True,أوه، ماشي حاجة. مادام راك هنا.,['آه، ماشي حاجة. انت هنا، على كل حال.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bed4f0>,31.455601883230702,41.646528365407214,0.14661832173707978,0.18007534742355347,0.8142054080963135,0.9878790155053139,0.8043364369692885,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOh, it's nothing. You're here, anyway.\nTranslation:""}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,كان لازم عليك تدي الرحلة ثمان مئة وعشرون لي راحت عندها خمسة عشر دقيقة. ايه. نقدر نصيبلك رحلة واحدوخرا.,['كان من المفروض تركب الطيارة 820، اللي أقلعت قبل ربع ساعة. ماشي الحال. نقدر نرتبلك رحلة أخرى.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bed580>,7.322782345187182,20.505340727852136,0.49673384051694924,0.5770552754402161,0.8608080744743347,0.991200242890045,0.8532331725006725,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nYou were supposed to take flight eight two zero, which took off fifteen minutes ago. All right. I can arrange another flight for you.\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,السن راهي تنفك.,['السِّنّ راهو يتحرك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bed4c0>,5.522397783539471,21.105600161494014,0.6560688314295291,0.9910119771957397,0.6620190739631653,0.9972286927513778,0.660184415704765,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThe tooth is loose.\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,مكان لغير المدخنين، من فضلك.,['مقعد غير مدخنين، من فضلك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bed250>,51.697315395717055,56.15798150538556,7.442100154842184e-05,0.04870301112532616,0.0015280575025826693,0.07874421658925712,0.00012032569094420903,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nA non-smoking seat, please.\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,شحال يدير الفطر الطازج؟,['بشحال الفطر الطازج؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bed640>,55.0695314903184,59.71174734067043,0.0002617243074597708,0.016061631962656975,0.016295000910758972,0.9973656150978059,0.01625207360637843,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nHow much are fresh mushrooms?\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,اذا ممكن، نفضل متنحيليش الضرسة.,['إذا ممكن، نفضل ما نحيش السِّن.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bed9a0>,20.624574461560556,46.577054286570124,0.8661940237603858,0.9667324423789978,0.8960018157958984,0.9927009390667081,0.889461843946064,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIf possible, I'd rather not have the tooth out.\nTranslation:""}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,رانا حابين غرفة تطل على البحيرة.,['نحبوا غرفة تطل على البحيرة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bed5e0>,56.2900120654886,68.63704029741804,0.0002631956499615437,0.0041637299582362175,0.06321150809526443,0.9975791764736641,0.06305848418933224,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWe'd like a room overlooking the lake.\nTranslation:""}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,راني فاهم، بصح منقدرش نقوله.,['نفهم، بصح ما نقدرش نقولها.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bed310>,20.098339913206324,49.31653245832704,0.8288425757030566,0.989831805229187,0.8373569846153259,0.9968585152528249,0.8347264404202164,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI understand, but I can't say it.\nTranslation:""}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,راني نحوس على بطاقات تع هاواي خصيصا.,['نحب نلقى بعض الكارتات اللي عادةً تكون هاوايين.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb8df0>,5.439330544349821,17.18025829534022,0.000791514980263891,0.0011501300614327192,0.688196063041687,0.9969864219601732,0.6861221304990093,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'm looking for some cards that are typically Hawaiian.\nTranslation:""}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,المعذرة. اضغط على زر التصوير، من فضلك.,['اسمحلي. اضغط على الزر، من فضلك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb88e0>,33.16186519505936,49.997372313591285,0.01833154675089299,0.38298097252845764,0.04786542430520058,0.4149868059903383,0.019863519549787496,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nExcuse me. Press the shutter, please.\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,فن بونساي، يدير نشاط لكبار السن.,['البونساي يبان كأنه هواية تاع الناس الكبار.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb87f0>,6.150343144231885,23.08112227082874,0.8701205016604661,0.9873954653739929,0.881227970123291,0.9972199178882875,0.8787780840072105,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nBonsai sounds like an old person's hobby.\nTranslation:""}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,نقدر نتحصل على تذاكر متعددة؟,['واش نقدر ندي بيسا متعدد؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb8700>,7.413670083653376,20.797528465606476,0.0020821530033653113,0.0028457550797611475,0.7316697835922241,0.9969119068482541,0.7294103191441736,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nCan I have a multiple ticket?\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,راني حاب تفاح، من فضلك.,['حبيت شوية تفاح، من فضلك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb8610>,51.697315395717055,60.113554373463984,0.9334262916884235,0.9653560519218445,0.9669243693351746,0.9828463075682521,0.9503380460988371,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'd like some apples, please.\nTranslation:""}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,درتها.,['درتها.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb8460>,0.0,100.0,0.03516970703278033,0.15818773210048676,0.22232891619205475,0.9508301131427288,0.2113970285377917,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nYou did it.\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,مئة و خمسة و ثلاثون ين للدولار.,['مئة وخمسة وثلاثين ين لكل دولار.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb8370>,8.054496384843702,58.989897095262364,6.292377261479971e-05,0.00641595060005784,0.009807396680116653,0.039576110895723104,0.0003881386186106433,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nA hundred and thirty-five yen per dollar.\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,اذا دايمن معمر؟,['هل مازال محجوز بالكامل؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb82e0>,4.767707020457095,6.076388888888889,3.442374315371815e-06,0.0009333096677437425,0.0036883517168462276,0.9660464781918563,0.003563119186392185,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIs it still fully booked?\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,شكون الأوبرا تع اليوم؟,['وش هي الأوبرا تاع اليوم؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb80d0>,22.31618068926665,51.0696401445785,0.925366671788197,0.9843242168426514,0.9401035308837891,0.9922130092745647,0.932782953407848,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhat's today's opera?\nTranslation:""}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,راني حاب تذكرتين ذهاب اياب لأوكسفورد.,['نحب جوج تذاكر ذهاب وعودة لأوكسفورد.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb8190>,30.798976455759156,34.65278005051933,0.007573192205203139,0.01664135977625847,0.4550825357437134,0.994375127600506,0.4525227545489168,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'd like two round-trip tickets to Oxford.\nTranslation:""}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,وين نقدر نشري تذكرة الرفع؟,['وين نقدر نشري تذكرة رفع بالكوبون؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb8070>,53.3167536340577,72.80531403418627,0.18200889278348154,0.21422480046749115,0.8496163487434387,0.9813754633069038,0.8337926378812122,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhere can I buy a coupon lift ticket?\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,اذا سمعت بأسبوع الذهب فاليابان؟,['هل سمعت من قبل عن الأسبوع الذهبي في اليابان؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb8a60>,8.493098745313148,44.58553403741779,0.0,0.0014840895310044289,0.0,0.007919455762021244,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nHave you ever heard of a Golden Week in Japan?\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,هو في نهاية الهول.,['راه في آخر الرواق.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb8af0>,9.652434877402245,13.452380952380954,0.0019299105023032753,0.007288991007953882,0.26477059721946716,0.997533975110855,0.26411766633681016,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIt's all the way down the hall.\nTranslation:""}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,قلي على مكان جميل على هاذ النهر، من فضلك.,['قولّي على بلاصة شابة في هاد الواد، من فضلك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb8a30>,16.188613565728215,28.94320375636085,0.3346338556675619,0.8320150375366211,0.40219688415527344,0.9941117480047978,0.39982864754968206,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nTell me a good spot of this river, please.\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,الجولة تاعنا رايحا تكون هايلة.,['رحلة المشي الجبلية تاعنا لازم تكون ممتعة بزاف.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb8cd0>,6.437165254072419,27.9436004545114,0.618629245323902,0.9837152361869812,0.6288702487945557,0.9967927696998231,0.626853317077742,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOur hiking trip should be lots of fun.\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,تقدر تبعثو لعنواني في اليابان مقابل تعويض دولي؟,['تقدري تبعتيه لعنواني في اليابان عبر البريد الدولي بالجمع؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb8d60>,26.801651563557776,44.07258103040174,0.004968730878568306,0.011149082332849503,0.4456627666950226,0.2513106787810102,0.11199981240554911,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nCould you send it to my address in Japan by collect international parcel post?\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,مخارج الطوارئ جايين فالقدام، فالوسط، و من وراء الجهاز.,['مخارج الطوارئ راهي في قدام، وسط و لور هاد الطيارة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb8c10>,19.820717678427197,34.55119631161867,0.4708303430081884,0.5622962713241577,0.8373349905014038,0.9939966956153512,0.8323082136815069,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThe emergency exits are located in the front, middle, and back of this plane.\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,راني نحوس على لبسة تكون أنيقة.,['راهي ندوّر على حاجة شيك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb8250>,4.069582841180382,13.191420541768728,0.8665807122851774,0.9917511343955994,0.8737884759902954,0.9970989022403955,0.8712535302002318,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'm looking for something dressy.\nTranslation:""}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,موافق. نجي نديك للفندق ديالك على الثامنة.,['واش. رح نجي نديك من لوطيل تاعك مع الثمانية.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb8e20>,16.467029855845905,26.050528722602444,0.8277388519555089,0.9427929520606995,0.8779646158218384,0.9783652870683,0.8589701033943425,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOkay. I'll pick you up at your hotel at eight o'clock.\nTranslation:""}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,واسمها هاذ الطريق؟,['وش من زنقة هذي؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb83a0>,6.567274736060395,5.756578947368421,0.022747293372396782,0.023645387962460518,0.9620181918144226,0.9351525322999805,0.8996337481939057,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhat street is this?\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,التاسع و عشرون أوت.,['تسعة وعشرين أوت.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb8430>,18.141207173155518,33.623261529756135,0.00018183647320750562,0.020734064280986786,0.008769938722252846,0.7428708523511887,0.006514931853667666,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nAugust twenty-ninth.\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,تقدر تتحقق من الفاتورة ديالي دوكا؟,['تحب تصفي الحساب دوق؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb8850>,3.4331054109918173,8.100574654702326,0.003670967129146302,0.004959088284522295,0.7402504086494446,0.9634570266352966,0.7131994576829571,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nDo you want to settle the bill now?\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,معنديش الدراهم.,['ما عنديش دراهم.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb84c0>,8.170609724417774,42.9981438618502,0.20825450815706592,0.2468121200799942,0.8437774777412415,0.9443794786930084,0.7968461345621751,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI don't have any money.\nTranslation:""}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,الحاجة لي بعناها كثر هاذ السنوات الأربعة الماضية هي آلة النسخ ايه إيكس أربعمئة و خمسون.,['أفضل مبيعاتنا في الأربع سنوات الأخيرة كانت آلة النسخ AX-450.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bb8e50>,10.649221490116496,23.048141619791107,2.0062171919891462e-07,0.0009374142973683774,0.00021401606500148773,0.016115109261590987,3.4488922712347337e-06,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOur top-seller for the last four years has been the AX-four five zero copier.\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,مليح تماما.,['يجي على قدو.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bf4910>,8.116697886877475,7.683823529411764,0.02795938827553135,0.028734104707837105,0.9730384349822998,0.9421446975320578,0.9167430020134657,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIt fits just right.\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,راني حاب نحط الأغراض المهمة.,['حبيت نراجع على حاجاتي القيمة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bf4eb0>,3.42209762272661,13.088788913921704,0.3009255490904188,0.466246634721756,0.6454213857650757,0.9916372783482075,0.6400239063678081,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'd like to check my valuables.\nTranslation:""}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,السيد كوباياشي راهو يحوس عليك.,['السيد كوباياشي كان يبحث عليك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bf49a0>,47.41797560818527,56.048803351746976,0.004019935618254644,0.66780686378479,0.0060196081176400185,0.9801187226548791,0.005899930619144276,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nMr. Kobayashi has been looking for you.\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,راني حاب مكان صغير.,['نحب مكان صغير.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bf4dc0>,28.087083270446133,59.787984465432984,5.3662681317574734e-05,0.002315734513103962,0.023173071444034576,0.997822355653625,0.02312260873601633,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI would like someplace small.\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,تقدر تسلفلي حبل تع الجر، من فضلك؟,['تقدر تسلفني حبل جر، من فضلك؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bf4cd0>,39.442141148840776,57.75098474977723,0.597916917070016,0.8629065752029419,0.692910373210907,0.8937681382521987,0.6193012142403485,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nCan you lend me a towrope, please?\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,بقاو أماكن للندن؟,['هل عندكم أماكن فارغة لِلندن؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bf4be0>,9.578464408619821,29.58649555240195,4.9203722355150355e-05,0.0051367259584367275,0.009578810073435307,0.025864405557513237,0.0002477502284977239,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nDo you have any vacant seats for London?\nTranslation:'}]}]",,(),dza,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,مازال عندكم أماكن لعرض المساء؟,['هل مازال عندكم بلايص لعرض الليلة؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39bf42b0>,26.20251007173262,45.56894703413638,0.0021227314032351563,0.0202859565615654,0.10464043915271759,0.7711016214452684,0.08068841229940549,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nDo you still have seats for tonight's performance?\nTranslation:""}]}]",,(),dza,False,None,None
