estimator,from_cache,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,_raw_turns,chat_preamble,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
OpenAIAPI:gpt-4o-2024-05-13,False,"آوه , الأمر بسيط ، هل أنت هنا ، على أية حال .",['أوه، لا شيء. المهم أنك هنا، على أي حال.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e874af10>,3.227633361592567,29.813093995038464,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nأوة، لا ولا حاجه . المهم انك هنا، على اى حال .\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,كان يفترض أن تسافر على الطائرة رقم ثمانية اثنان صفر التي أقلعت منذ خمس عشرة دقيقة . حسنا . بإمكاني تنظيم رحلة أخرى .,['كان من المفترض أن تأخذ الرحلة 820، التي أقلعت منذ خمسة عشر دقيقة. على أي حال، أستطيع ترتيب رحلة جديدة من أجلك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e874a520>,9.674428793126518,31.806297359545262,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nانت كان المفروض تاخد الرحلة تمانية اتنين صفر، اللي اقلعت من خمستاشر دقيقة . على الى حال انا اقدر ارتب رحلة جديدة عشانك .\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,"إن "" السنة "" متقلقلة .",['السنة غير مستقرة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e874ad90>,8.334503290277123,22.238265241776435,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nالسنة ملخلخة.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,مقعد ممنوع به التدخين ، من فضلك .,['كرسي لغير المدخنين، من فضلك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e874a7f0>,7.495553473355842,36.78805390416714,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nكرسي لغير المدخنين، لو سمحت .\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,كم يكلف عش الغراب الطازج ؟,['بكم الفطر الطازج؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e874a880>,16.009559139455188,26.042612438877615,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبكام المشروم الطازه؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,إذا كان بالإمكان ، لم أكن لأخلع السنّة .,['إذا كان بالإمكان، فأنا أفضل ألا يتم خلع السن.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e874a760>,23.793665482062607,50.10724765380328,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nلو ينفع، انا بأفضل ان السن ما يتخلعش .\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,نرغب في حجرة تطل على البحيرة .,['أريد غرفة تطل على البحيرة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e874a220>,42.0886844306855,60.704198169659676,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nعايز أوضة بتبص على البحيرة.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أفهم ، لكن لا أستطيع أن أقولها .,['أنا فاهم، لكن لا أستطيع التحدث.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e874a370>,15.881076016027917,51.40797057275187,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nانا فاهم، بس ما اقدرش اتكلم .\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,ابحث عن كروت لمناظر تعكس طبيعة جزر هاواي .,['أريد بطاقات تذكارية لهاواي.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e874a250>,1.8854359641630605,14.896623510016212,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nعايز كروت تذكارية لهاواي .\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,"معذرة , قم بالضغط على مصراعي النافذة الخشبيين , من فضلك .",['من فضلك، اضغط على زر التصوير.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e874a280>,4.2707636657813985,19.602199419126393,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nلو سمحت، دوس على زرار التوصير، من فضلك.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,تبدو البونساي كهواية شخص هرم .,['البونساي تبدو هواية لأحدهم منذ زمن طويل.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e874aa60>,18.20705281109213,36.18167743541883,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبونساي شكلها هواية حد من زمان.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل أستطيع الحصول على تذكرة متعددة الاستخدام ؟,['هل يمكنك ذكر الأمثلة المتعددة؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e874ab20>,4.069582841180382,17.981881165943943,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nممكن تذكرو متعدده؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أريد بعض التفاح ، من فضلك .,['أريد تفاحاً، من فضلك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e874a970>,11.339582221952005,48.18846979075156,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nعايز تفاح، من فضلك .\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,لقد تمكنت ن تحقيق ذلك .,['فعلتها.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e874a040>,0.0,4.779411764705883,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nعملتها.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,مائة وخمسة وثلاثون ين للدولار الواحد .,['مئة وخمسة وثلاثون ينًا مقابل الدولار.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e874ab50>,47.587330964125236,53.04782540565356,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nمية و خمسة وتلاتين ين الدولار.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل هو محجوز بالكامل ؟,['هل ما زال كله محجوزًا؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e874ae50>,16.784459625186194,25.572463237606176,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nهو لسه كله محجوز؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,ما عرض الأوبرا اليوم ؟,['ما هي حفلة الأوبرا اليوم؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e874ac40>,31.55984539112946,55.695948438981205,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nايه حفلة اوبرا النهاردة؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أريد تذكرتين ذهاب وعودة إلى أكسفورد .,['أريد تذكرتين ذهاب وإياب إلى أكسفورد.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907cd60>,64.75445426291287,76.60954881130075,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nعايز تذكرتين ذهاب وعودة لأكسفورد.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,من أين يسعني شراء تذكرة توصيل بالكوبون ؟,['من أين أشتري تذكرة التزلج على الجبل؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907cc70>,7.478554032555753,23.379946026886035,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nأشتري منين تذكرة تزلج الجبل؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل سمعت من قبل عن أسبوع ذهبي في اليابان ؟,['هل سمعت من قبل عن الأسبوع الذهبي في اليابان؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907cc40>,45.72313446186435,73.55724557284343,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nهو إنت سمعت قبل كدة عن الأسبوع الدهبي في اليابان؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,إنه طول الطريق لنهاية البهو .,['هذا في آخر القاعة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907cb80>,0.0,8.392086061666234,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nده في اخر القاعة .\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أخبرني عن منطقة جيدة لهذا النهر ، من فضلك .,['أخبرني عن مكان جيد في هذا النهر، من فضلك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907cb50>,16.90062198556585,60.67050550003672,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nقولي على حته كويسه في النهر ده، لو سمحت .\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,رحلتنا للتخييم يجب أن تكون ممتعة .,['يجب أن تكون رحلتنا مشياً مليئة بالمتعة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907c9d0>,17.098323692758395,50.332443088461865,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nرحلة المشي بتاعتنا لازم تكون مليانه بالمتعة .\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل يمكن أن ترسلها إلى عنواني في اليابان عن طريق بريد الطرود الدولي وتحصل الثمن من هناك ؟,['هل يمكن إرساله إلى عنواني في اليابان بالبريد عن طريق كويك إنترناشيونال بارسل؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907c910>,20.333448190047875,42.74245953397809,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nممكن تبعته على عنواني في اليابان بالبريد عن طريق كويكت انرناشيونال بارسل؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,تقع منافذ الخروج للطوارئ في مقدمة ووسط ومؤخرة هذه الطائرة .,['مخارج الطوارئ موجودة في الطائرة في الأمام، في الوسط، وفي الخلف.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907c520>,5.55150132242745,23.937821959349233,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nمخارج الطوارئ موجودة في الطيارة قدام، في النص، وورا.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أنا أبحث عن شيء أنيق .,['أريد أن أرتدي شيئًا أنيقًا.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907c4c0>,6.837203339116283,16.39849846019131,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nعايزة البس حاجة شيك .\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,و هو كذلك . سأمر عليك و آخذك بالسيارة من الفندق الذي تقيم فيه في الساعة الثامنة .,['حسنًا، سأصطحبك من فندقك الساعة الثامنة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907cb20>,9.915380523378523,24.95015773616907,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nأوكي. هاخدك من عند الفندق بتاعك الساعة تمانية.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,ما هذا الشارع ؟,['ما اسم هذا الشارع؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907c430>,43.47208719449914,64.52503442232394,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nده شارع ايه؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,التاسع والعشرون من أغسطس .,['تسعة وعشرين أغسطس.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907c040>,20.57710790508287,33.21957301881825,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nتسعة وعشرين أغسطس.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل تريد تسوية الفاتورة الآن ؟,['هل تريد إغلاق الحساب الآن؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907c670>,10.552670315936318,30.06979555540858,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nعايز تقفل الحساب دلوقتي؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,لا امتلك أي نقود .,['ليس لدي مال.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907c7c0>,0.0,9.23611111111111,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nماعيش فلوس .\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أكثر منتجاتنا بيعت عبر السنوات الأربع الماضية هي الآلة الناسخة طراز أ . أكس أربعة خمسة صفر .,['أكثر شيء تم بيعه لدينا في آخر أربع سنوات هو آلة التصوير إيه إكس أربعمائة وخمسون.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907c6a0>,2.9568248917862427,19.469193414156493,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nاكتر حاجه اتباعت عندنا في اخر اربع سنسن هي مكنه التصوير ايه اكس ربعميه و خمسين .\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أنها مناسبة تماما .,['هذا مناسب تمامًا.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907c6d0>,8.116697886877475,33.63082083220243,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nده مناسب بالظبط.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أودّ مراجعة ممتلكاتي الثمينة .,['أريد مراجعة أشيائي الثمينة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907cf70>,17.771669724375847,43.918442606024705,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nعايز اراجع على حاجاتي الغالية .\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,السيد كوباياشي كان يبحث عنك .,['السيد كوبايشي كان يبحث عنك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907ce80>,47.53852732567741,80.73888158919978,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nمستر كوبايشي كان بيدور عليك .\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أريد مكان ما صغير .,['أريد مكانًا صغيرًا.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907ceb0>,12.22307556087252,50.771315038991936,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nعايز مكان صغير .\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل يمكنك أن تقرضني حبل القطر ، من فضلك ؟,['هل يمكنك أن تقرضني حبلاً للسحب، من فضلك؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907c250>,36.41410562218428,68.17180154049454,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nممكن تسلفني حبل جر، إذا سمحت؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل لديك أي مقاعد شاغرة للندن ؟,['هل لديك أي مقاعد شاغرة إلى لندن؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907c2e0>,67.86502681586727,78.89310272737784,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nعندك أي كراسي فاضية للندن؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل لا زال لديكم مقاعد لعرض الليلة ؟,['هل ما زالت هناك كراسي لمسرحية الليلة؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907c1c0>,3.673526562988939,23.20216167829502,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nلسه فيه كراسي لمسرحية الليله؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,فكرة جميلة .,['فكرة جميلة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907c370>,0.0,100.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nفكرة حلوة.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,"بالتأكيد , كن على راحتك .",['بالتأكيد، خذ وقتك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907c0d0>,8.170609724417774,30.459897236946667,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nاكيد، خد وقتك .\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,كم حقيبة يمكن أن أحضرها معي في الطائرة ؟,['كم حقيبة يمكنني أخذها على الطائرة؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3d907ca30>,14.55021253689141,43.46282493974123,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nكم شنطة ممكن اخدها في الطيارة؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
