estimator,from_cache,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,_raw_turns,chat_preamble,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
OpenAIAPI:gpt-4o-2024-05-13,False,"آوه , الأمر بسيط ، هل أنت هنا ، على أية حال .",['لا، ليست مشكلة. أنت هنا، على أي حال.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8631250>,5.771298850643905,36.076343050511994,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nلا، مو مشكلة. أنت هون، على كل حال.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,كان يفترض أن تسافر على الطائرة رقم ثمانية اثنان صفر التي أقلعت منذ خمس عشرة دقيقة . حسنا . بإمكاني تنظيم رحلة أخرى .,['كان من المفترض أن تسافر في الرحلة رقم ثمانية اثنين صفر، التي أقلعت منذ ربع ساعة. ليست مشكلة. يمكنني أن أدبر لك رحلة أخرى.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8631700>,24.992630352993206,45.59425000179444,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nكنت المفروض تسافر برحلة رقم تمانة اتنين صفر، يللي أقلعت من ربع ساعة. مو مشكلة. فيني دبرلك رحلة تانية.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,"إن "" السنة "" متقلقلة .",['السن يتحرك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86310a0>,4.167251645138561,12.527123972017817,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nالسن عم يتحرك.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,مقعد ممنوع به التدخين ، من فضلك .,['مقعد لغير المدخنين، من فضلك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8631130>,10.600313379512592,43.53039917620138,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nمقعد لغير المدخنين، رجاءً.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,كم يكلف عش الغراب الطازج ؟,['بكم الفطر الطازج؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8631040>,16.009559139455188,26.042612438877615,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبأديش الفطر التازا؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,إذا كان بالإمكان ، لم أكن لأخلع السنّة .,['إذا كان بالإمكان، من الأفضل ألا يُخلع السن.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8631d60>,32.90385879986622,50.538522765312536,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nإذا في إمكان، بفضل ما ينقلع السن.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,نرغب في حجرة تطل على البحيرة .,['نريد غرفة تطل على البحيرة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8631df0>,42.326181966045375,61.787052281947766,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبدنا غرفة بتطل عالبحيرة.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أفهم ، لكن لا أستطيع أن أقولها .,['فهمت، لكن لا أستطيع قوله.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8631cd0>,16.009559139455188,52.05906952541649,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nفهمت، بس ما بقدر قوله.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,ابحث عن كروت لمناظر تعكس طبيعة جزر هاواي .,['أبحث عن بطاقات من طراز هاواي.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8631400>,4.546282993105842,24.731589640290995,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nعم دور على كروت موديل هاواي.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,"معذرة , قم بالضغط على مصراعي النافذة الخشبيين , من فضلك .",['عذراً. اضغط زر التصوير، من فضلك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8631490>,4.189756033552324,20.4792826763986,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nعفواً. اكبيس زر التصوير، لو سمحت.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,تبدو البونساي كهواية شخص هرم .,['بونساي تبدو كهواية لشخص كبير في السن.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86313d0>,13.912311644176565,37.658285010360736,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبونساي شكلها هواية شخص كبير بالعمر.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل أستطيع الحصول على تذكرة متعددة الاستخدام ؟,['هل يمكنك إعطائي تذكرة متعددة؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8631820>,22.741221234802104,25.795157657444197,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nممكن تعطيني تذكرة متعددة؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أريد بعض التفاح ، من فضلك .,['أريد بعض التفاح، من فضلك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8631a00>,51.33450480401705,90.71320402113675,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبدي شوية تفاح، لو سمحت.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,لقد تمكنت ن تحقيق ذلك .,['أنت فعلت هذا الشيء.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86318e0>,0.0,8.590971371931666,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nأنت عملت هالشي.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,مائة وخمسة وثلاثون ين للدولار الواحد .,['مائة وخمسة وثلاثون ين لكل دولار.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8631910>,60.12553072518799,67.9216903961301,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nمية وخمسة وتلاتين ين لكل دولار.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل هو محجوز بالكامل ؟,['هل لا يزال كله محجوزاً؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8631550>,14.991106946711685,24.57635370027291,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nلساته كله محجوز؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,ما عرض الأوبرا اليوم ؟,['ما هي أوبرا اليوم؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8631190>,26.269098944241588,47.159834607269744,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nشو هية أوبرة اليوم؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أريد تذكرتين ذهاب وعودة إلى أكسفورد .,['أريد تذكرتين ذهاب وإياب إلى أكسفورد.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8631640>,64.75445426291287,76.60954881130075,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبدي تذكرتين روحة رجعة على أوكسفورد.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,من أين يسعني شراء تذكرة توصيل بالكوبون ؟,['من أين يمكنني شراء تذكرة تحتوي على خصم؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86316a0>,19.718163018362848,45.0664541637724,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nمن وين فيني اشتري تذكرة رافعة عليها حسم؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل سمعت من قبل عن أسبوع ذهبي في اليابان ؟,['هل سمعت من قبل بالأسبوع الذهبي في اليابان؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e86312b0>,39.832871551569504,66.5513615144938,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nسمعت من قبل بالاسبوع الدهبي باليابان؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,إنه طول الطريق لنهاية البهو .,['هو في آخر القاعة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8631c10>,0.0,9.05300949382893,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nهو بآخر القاعة.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أخبرني عن منطقة جيدة لهذا النهر ، من فضلك .,['دلني على مكان جميل من هذا النهر، إذا سمحت.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8631fa0>,7.347053125977879,24.474375122685334,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nدلني على مكان ظريف من هالنهر، إذا سمحت.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,رحلتنا للتخييم يجب أن تكون ممتعة .,['سنستمتع كثيرًا برحلة المشي.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8631b80>,0.0,13.091509933731595,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nرح نتسلى كتير برحلة المشي.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل يمكن أن ترسلها إلى عنواني في اليابان عن طريق بريد الطرود الدولي وتحصل الثمن من هناك ؟,['هل يمكنك إرسالها إلى عنواني في اليابان عبر خدمة جمع الطرد البريدي؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e860fc10>,17.408444477387977,39.5206877844847,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nممكن تبعتها على عنواني باليابان عن طريق خدمة جمع الطرد البريدي؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,تقع منافذ الخروج للطوارئ في مقدمة ووسط ومؤخرة هذه الطائرة .,['مخارج الطوارئ موجودة في مقدمة هذه الطائرة، وفي وسطها، وفي نهايتها.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e860f730>,12.062940248564933,36.75994038386337,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nمخارج الطوارء موجودة بأول هي الطيارة، وبنصها، وبآخرها.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أنا أبحث عن شيء أنيق .,['أبحث عن شيء مرتب.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e860f7f0>,36.40930239806874,49.05112549571085,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nعم دور على شي مرتب.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,و هو كذلك . سأمر عليك و آخذك بالسيارة من الفندق الذي تقيم فيه في الساعة الثامنة .,['حسنًا. سأأتي لأخذك من الفندق في الساعة الثامنة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e860f310>,18.060050235568113,37.2312391272481,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nاوك. رح اجي آخدك من الأوتيل عالساعة تمانة.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,ما هذا الشارع ؟,['ما هو هذا الشارع؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e860f2b0>,43.47208719449914,67.95701340934835,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nأنو شارع هاد؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,التاسع والعشرون من أغسطس .,['التاسع والعشرون من آب.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e860f6d0>,56.2900120654886,70.2821160625132,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nتسعة وعشرين آب.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل تريد تسوية الفاتورة الآن ؟,['هل تريد دفع الفاتورة الآن؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e860f220>,36.28241434631104,58.18021188462853,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبدك تدفع الفاتورة هلأ؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,لا امتلك أي نقود .,['ليس معي مال أبداً.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e860f700>,0.0,10.424028268551238,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nما معي مصاري أبداً.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أكثر منتجاتنا بيعت عبر السنوات الأربع الماضية هي الآلة الناسخة طراز أ . أكس أربعة خمسة صفر .,['أكثر المبيعات لدينا خلال السنوات الأربع الماضية هي آلة التصوير إيه إكس أربعمئة وخمسين.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e860f040>,25.854843548936113,40.1253443478449,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nأكتر مبيعات عنا خلال الأربع سنين الماضية هي مكنة التصوير إيه إكس أربعمية وخمسين.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أنها مناسبة تماما .,['ضابط جيد.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e860fcd0>,0.0,5.921576433121019,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nزابط منيح.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أودّ مراجعة ممتلكاتي الثمينة .,['أريد التأكد من أشيائي الثمينة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e860fb50>,13.950796967929138,32.60502332188829,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبدي اتأكد من غراضي الغالية.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,السيد كوباياشي كان يبحث عنك .,['الأستاذ كوباياشي كان يبحث عنك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e860fa90>,64.79121525090147,78.90132659401398,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nالاستاذ كوباياشي كان عم يدور عليك.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أريد مكان ما صغير .,['أريد مكانًا صغيرًا.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e860f640>,12.22307556087252,50.771315038991936,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبدي شي مكان صغير.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل يمكنك أن تقرضني حبل القطر ، من فضلك ؟,['هل يمكنك أن تعيرني حبل سحب، إذا أمكن؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e860ffa0>,16.451929399933114,37.043630044620166,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nفيك تعيرني حبل سحب، إذا ممكن؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل لديك أي مقاعد شاغرة للندن ؟,['هل لديك أي مقاعد شاغرة إلى لندن؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e860ff40>,67.86502681586727,78.89310272737784,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nعندك شي مقاعد فاضية على لندن؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,هل لا زال لديكم مقاعد لعرض الليلة ؟,['هل لا يزال لديك مقاعد لعرض الليلة؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e860f370>,40.35278637463991,69.76063080682484,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nلسه عندك مقاعد لعرض الليلة؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,فكرة جميلة .,['فكرة جميلة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e860f4c0>,0.0,100.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nفكرة حلوة.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,"بالتأكيد , كن على راحتك .",['طبعاً، خذ وقتك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e860f3a0>,5.522397783539471,8.438510219436951,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nطبعاً، خود وقتك.\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,كم حقيبة يمكن أن أحضرها معي في الطائرة ؟,['كم حقيبة يمكنني أن أحمل على الطائرة؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e860f3d0>,17.095746935849984,46.99865496867438,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nكم شنتاية فيني طلع عالطيارة؟\nTranslation:'}]}]",,0,0,0,0,0,ar,False,None,None,None
