estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,_raw_turns,from_cache,chat_preamble,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
Blobheart:command-r,أريد بعض التفاح ، من فضلك .,['أريد بعض التفاح، من فضلك.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8331c10>,51.33450480401705,90.71320402113675,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبدي شوية تفاح، لو سمحت.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,لقد تمكنت ن تحقيق ذلك .,['أنت فعلت هذا الأمر.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8331df0>,0.0,8.590971371931666,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nأنت عملت هالشي.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,مائة وخمسة وثلاثون ين للدولار الواحد .,['مائة وخمسة وثلاثون ين للدولار الواحد.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8331a60>,91.93227152249175,100.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nمية وخمسة وتلاتين ين لكل دولار.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,هل هو محجوز بالكامل ؟,['هل كلها محجوزة حتى الآن؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8331d00>,19.070828081828378,24.267751840917555,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nلساته كله محجوز؟\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,ما عرض الأوبرا اليوم ؟,['ما هي أوبرا اليوم؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8331670>,26.269098944241588,47.159834607269744,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nشو هية أوبرة اليوم؟\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,أريد تذكرتين ذهاب وعودة إلى أكسفورد .,['أريد تذكرتين ذهاباً وإياباً إلى أوكسفورد.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8331430>,32.59481888833584,56.939289197813395,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبدي تذكرتين روحة رجعة على أوكسفورد.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,من أين يسعني شراء تذكرة توصيل بالكوبون ؟,['من الممكن شراء تذاكر مخفضة من مكتب البيع بالتجزئة أو من خلال موقعهم الإلكتروني.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8331580>,3.300809119141885,19.462973044028264,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nمن وين فيني اشتري تذكرة رافعة عليها حسم؟\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,هل سمعت من قبل عن أسبوع ذهبي في اليابان ؟,['سمعت من قبل بالسبوع الذهبي في اليابان؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8331910>,29.167552921712726,58.693039851162986,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nسمعت من قبل بالاسبوع الدهبي باليابان؟\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,إنه طول الطريق لنهاية البهو .,['هو في آخر القاعة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8331040>,0.0,9.05300949382893,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nهو بآخر القاعة.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,أخبرني عن منطقة جيدة لهذا النهر ، من فضلك .,['أرشدني إلى مكان لطيف على هذا النهر، من فضلك.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8331340>,8.493098745313148,42.5177790767263,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nدلني على مكان ظريف من هالنهر، إذا سمحت.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,رحلتنا للتخييم يجب أن تكون ممتعة .,['ستكون رحلة المشي مسلية جداً.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e83319a0>,3.435488317233919,14.995114700646706,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nرح نتسلى كتير برحلة المشي.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,هل يمكن أن ترسلها إلى عنواني في اليابان عن طريق بريد الطرود الدولي وتحصل الثمن من هناك ؟,['هل من الممكن أن ترسلها إلى عنواني في اليابان عن طريق خدمة شحن الطرود؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8331e80>,41.4044920672792,56.58496034018372,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nممكن تبعتها على عنواني باليابان عن طريق خدمة جمع الطرد البريدي؟\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,تقع منافذ الخروج للطوارئ في مقدمة ووسط ومؤخرة هذه الطائرة .,['مخارج الطوارئ موجودة في مقدمة الطائرة ومنتصفها وآخرها.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8331c70>,9.856825562461765,33.076011512917994,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nمخارج الطوارء موجودة بأول هي الطيارة، وبنصها، وبآخرها.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,أنا أبحث عن شيء أنيق .,['أبحث عن شيء منظم.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0568eb0>,36.40930239806874,49.81339930433472,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nعم دور على شي مرتب.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,و هو كذلك . سأمر عليك و آخذك بالسيارة من الفندق الذي تقيم فيه في الساعة الثامنة .,['حسناً. سآتي لأخذك من الفندق في الساعة الثامنة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0568dc0>,17.241691467157985,37.10486312272252,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nاوك. رح اجي آخدك من الأوتيل عالساعة تمانة.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,ما هذا الشارع ؟,['ما اسم هذا الشارع؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0568cd0>,43.47208719449914,64.52503442232394,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nأنو شارع هاد؟\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,التاسع والعشرون من أغسطس .,['تِسْعَةٌ وعِشْرُونَ أَبْرِيلَ.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0568be0>,1.9822566267103439,9.703341190682961,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nتسعة وعشرين آب.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,هل تريد تسوية الفاتورة الآن ؟,['هل تريد أن تدفع الفاتورة الآن؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0568af0>,31.239399369202552,57.01996753954668,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبدك تدفع الفاتورة هلأ؟\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,لا امتلك أي نقود .,['لا أملك أي مال على الإطلاق.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0568a00>,10.552670315936318,21.231956610806872,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nما معي مصاري أبداً.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,أكثر منتجاتنا بيعت عبر السنوات الأربع الماضية هي الآلة الناسخة طراز أ . أكس أربعة خمسة صفر .,['أكثر المبيعات لدينا خلال السنوات الأربع الماضية كانت آلة التصوير AX 450.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0568910>,21.202999394165186,33.66828388096465,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nأكتر مبيعات عنا خلال الأربع سنين الماضية هي مكنة التصوير إيه إكس أربعمية وخمسين.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,أنها مناسبة تماما .,['ضابط جيد.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0568820>,0.0,5.921576433121019,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nزابط منيح.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,أودّ مراجعة ممتلكاتي الثمينة .,['أريد التأكد من مقتنياتي الثمينة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0568730>,21.200626759025184,38.48522941224544,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبدي اتأكد من غراضي الغالية.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,السيد كوباياشي كان يبحث عنك .,['الأستاذ كوباياشي يبحث عنك.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0568640>,42.40125351805035,54.523758882689634,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nالاستاذ كوباياشي كان عم يدور عليك.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,أريد مكان ما صغير .,['أريد مكانًا صغيرًا.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0568550>,12.22307556087252,50.771315038991936,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبدي شي مكان صغير.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,هل يمكنك أن تقرضني حبل القطر ، من فضلك ؟,['هل يمكنك أن تعيرني حبل سحب من فضلك؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0568460>,20.345970436499208,48.122701932923775,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nفيك تعيرني حبل سحب، إذا ممكن؟\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,هل لديك أي مقاعد شاغرة للندن ؟,['هل لديك بعض المقاعد الفارغة المتجهة إلى لندن؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0568370>,6.285596338261262,33.17623793966715,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nعندك شي مقاعد فاضية على لندن؟\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,هل لا زال لديكم مقاعد لعرض الليلة ؟,['هل ما زال لديك مقاعد للعرض الليلة؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0568280>,11.884631831419354,60.2796324573978,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nلسه عندك مقاعد لعرض الليلة؟\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,فكرة جميلة .,['فكرة حلوة'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0568190>,0.0,21.834602581118556,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nفكرة حلوة.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,"بالتأكيد , كن على راحتك .",['بالطبع، خذ وقتك.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c05680a0>,6.870636427700047,11.184096797131625,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nطبعاً، خود وقتك.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,كم حقيبة يمكن أن أحضرها معي في الطائرة ؟,['كم حقيبة يمكنني أخذها على متن الطائرة؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c0568e50>,14.625859170647761,42.9419974085833,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nكم شنتاية فيني طلع عالطيارة؟\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r,هلا أرسلت تاكسي إلى المدخل الرئيسي لـ ويستمانستر مول ؟,['هل يمكنك إرسال سيارة أجرة إلى مدخل مول ويستمينستر الرئيسي؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3c05689a0>,8.9221526116501,27.990371136672955,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Syrian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nممكن تبعت تاكسي عمدخل ويستمينستر مول الرئيسي؟\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
