estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,_raw_turns,from_cache,chat_preamble,documents,desired_output_dialect,too_few_tokens,error,error_traceback
Blobheart:command-r,أوه، ماشي حاجة. مادام راك هنا.,['يا إلهي، إنه لا شيء. أنت هنا على أي حال.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d4046fca0>,4.368583925857938,15.486458119808647,0.00303326354736555,0.08948618173599243,0.033896446228027344,0.19752672780305147,0.006695454107574328,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOh, it's nothing. You're here, anyway.\nTranslation:""}]}]",True,,(),dza,False,None,None
Blobheart:command-r,كان لازم عليك تدي الرحلة ثمان مئة وعشرون لي راحت عندها خمسة عشر دقيقة. ايه. نقدر نصيبلك رحلة واحدوخرا.,['كُنتَ مُفترضاً أن تركبَ الرحلةَ رقم ثمانية وعشرين صفر التي أقلعت منذ خمس عشرة دقيقة. حسناً، بإمكاني حجز رحلة أخرى لكَ.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d4046f0d0>,3.5599012880523158,22.07183789729668,0.0,0.0013319595018401742,0.0,0.0032637183903716505,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nYou were supposed to take flight eight two zero, which took off fifteen minutes ago. All right. I can arrange another flight for you.\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,السن راهي تنفك.,['السنّ مرتخي.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d4046f640>,15.207218222740094,18.124337932254058,0.02493655507436343,0.12116854637861252,0.20580056309700012,0.27916131168603897,0.05745155513988398,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThe tooth is loose.\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,مكان لغير المدخنين، من فضلك.,['كرسي لغير المدخنين، من فضلك.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d4046f160>,78.60753021519781,81.89499502214032,0.0006027081595977521,0.0830056220293045,0.0072610522620379925,0.13362503005191684,0.0009702583267233655,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nA non-smoking seat, please.\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,شحال يدير الفطر الطازج؟,['كم سعر الفطر الطازج؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d4046fd00>,52.562405949030286,56.766019040148855,0.0,0.0004913302254863083,0.0,0.013786807132419199,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nHow much are fresh mushrooms?\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,اذا ممكن، نفضل متنحيليش الضرسة.,['إذا أمكن، لا أريد خلع الضرس.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d404cdf10>,7.431878014503621,18.407735432768007,7.1176177519094745e-06,0.0019575159531086683,0.0036360458470880985,0.004146780644077808,1.5077884539684423e-05,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIf possible, I'd rather not have the tooth out.\nTranslation:""}]}]",True,,(),dza,False,None,None
Blobheart:command-r,رانا حابين غرفة تطل على البحيرة.,['نود الحصول على غرفة تطل على البحيرة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d404cdbb0>,56.41985990655355,64.28710300427124,0.0,0.002025708556175232,0.0,0.004259901994373649,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWe'd like a room overlooking the lake.\nTranslation:""}]}]",True,,(),dza,False,None,None
Blobheart:command-r,راني فاهم، بصح منقدرش نقوله.,['فهمت، لكنني لا أستطيع قول ذلك.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d404cdca0>,3.6353588668522963,10.93618015420258,0.0,0.015356503427028656,0.0,0.09893849166110158,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI understand, but I can't say it.\nTranslation:""}]}]",True,,(),dza,False,None,None
Blobheart:command-r,راني نحوس على بطاقات تع هاواي خصيصا.,['أبحث عن بعض البطاقات التي تكون هاوايية النمط عادةً.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d404cdf40>,5.7259987315337755,20.992737917978683,0.0,0.00119369151070714,0.0,0.0026102003757841885,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'm looking for some cards that are typically Hawaiian.\nTranslation:""}]}]",True,,(),dza,False,None,None
Blobheart:command-r,المعذرة. اضغط على زر التصوير، من فضلك.,['إعذرني، من فضلك اضغط على زر الغالق.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d404cdee0>,24.75215108688025,51.1051279070829,0.013813044700442756,0.08303927630186081,0.16634351015090942,0.13696350390091538,0.02278299000144604,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nExcuse me. Press the shutter, please.\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,فن بونساي، يدير نشاط لكبار السن.,['بونساي تبدو مثل هواية الأشخاص كبار السن.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f8790>,25.712008025141323,36.12705951169393,1.186516104888447e-05,0.00039963945164345205,0.029689664021134377,0.0015045863401610404,4.467066293016949e-05,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nBonsai sounds like an old person's hobby.\nTranslation:""}]}]",True,,(),dza,False,None,None
Blobheart:command-r,نقدر نتحصل على تذاكر متعددة؟,['هل يمكنني الحصول على تذكرة متعددة الوجهات؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f8e20>,8.054496384843702,28.87409913453876,0.0,0.0005790006835013628,0.0,0.001956275344127789,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nCan I have a multiple ticket?\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,راني حاب تفاح، من فضلك.,['أريد بعض التفاح، من فضلك.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f8970>,39.93879176377876,55.66625258872446,0.0,0.0016840343596413732,0.0,0.0038355017895810306,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'd like some apples, please.\nTranslation:""}]}]",True,,(),dza,False,None,None
Blobheart:command-r,درتها.,['صنعتها.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f88b0>,0.0,31.42879353233831,0.0007390377569258429,0.05239107087254524,0.014106177724897861,0.3431521989405155,0.0048405659049444195,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nYou did it.\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,مئة و خمسة و ثلاثون ين للدولار.,['مائة وخمسة وثلاثون ين للدولار الواحد.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f8ee0>,19.67497981115564,72.05984208137302,0.00878482038973638,0.7705246806144714,0.011401088908314705,0.8231941778212786,0.009385310010147422,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nA hundred and thirty-five yen per dollar.\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,اذا دايمن معمر؟,['هل ما زال ممتلئا تماما؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f8490>,5.522397783539471,6.161971830985915,0.0,0.0012969734380021691,0.0,0.007721165718976408,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIs it still fully booked?\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,شكون الأوبرا تع اليوم؟,['مَا عَمْلِيَّةُ الْيَوْمِ؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f8400>,1.727223799216787,6.282908972879399,0.00026863708195880645,0.008812015876173973,0.03048531524837017,0.14785946905612946,0.004507542526632741,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhat's today's opera?\nTranslation:""}]}]",True,,(),dza,False,None,None
Blobheart:command-r,راني حاب تذكرتين ذهاب اياب لأوكسفورد.,['أريد تذكرتين ذهاباً وإياباً إلى أوكسفورد.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f8ca0>,37.90325913518149,46.691708386409154,9.235619366734782e-05,0.001081384252756834,0.08540552854537964,0.0035005263052880764,0.00029896429929013313,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'd like two round-trip tickets to Oxford.\nTranslation:""}]}]",True,,(),dza,False,None,None
Blobheart:command-r,وين نقدر نشري تذكرة الرفع؟,['أين يمكنني شراء تذكرة ركوب بالقسيمة؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f8340>,7.495553473355845,19.80996385247502,2.4912704324787927e-05,0.0012763021513819695,0.019519440829753876,0.003937451110687107,7.685684397510566e-05,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhere can I buy a coupon lift ticket?\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,اذا سمعت بأسبوع الذهب فاليابان؟,['هل سمعت من قبل عن الأسبوع الذهبي في اليابان؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f80d0>,8.493098745313148,44.58553403741779,0.0,0.0014840895310044289,0.0,0.007919455762021244,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nHave you ever heard of a Golden Week in Japan?\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,هو في نهاية الهول.,['كله في آخر الممر.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f8160>,9.652434877402245,13.632018432577295,0.0010175533523172353,0.002611474832519889,0.3896470069885254,0.08306164829991758,0.03236472265559642,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIt's all the way down the hall.\nTranslation:""}]}]",True,,(),dza,False,None,None
Blobheart:command-r,قلي على مكان جميل على هاذ النهر، من فضلك.,['قُل لّي مَوْضِعًا لطيفًا في هذا النهر، مِنْ فَضْلِكَ.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f8f10>,4.101324641246727,19.34495550004251,0.0,0.00899604894220829,0.0,0.013289292168337852,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nTell me a good spot of this river, please.\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,الجولة تاعنا رايحا تكون هايلة.,['رحلة المشي لمسافات طويلة الخاصة بنا يجب أن تكون ممتعة جداً.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f8fa0>,2.8265205879007453,19.674020742896698,0.0,0.0010374825214967132,0.0,0.0030407803133130074,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOur hiking trip should be lots of fun.\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,تقدر تبعثو لعنواني في اليابان مقابل تعويض دولي؟,['هل يمكنك إرسالها إلى عنواني في اليابان عن طريق البريد الدولي للطرود على حساب المستلم؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f8370>,9.562406574442013,32.903129835502845,0.0,0.0005871477769687772,0.0,0.0017481350514572114,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nCould you send it to my address in Japan by collect international parcel post?\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,مخارج الطوارئ جايين فالقدام، فالوسط، و من وراء الجهاز.,['توجد مخارج الطوارئ في مقدمة الطائرة وفي وسطها وفي مؤخرتها.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f85b0>,16.974028188174927,28.65609468829661,3.186272004218106e-06,0.0008092845673672855,0.0039371466264128685,0.003560309181921184,1.401745928458775e-05,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nThe emergency exits are located in the front, middle, and back of this plane.\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,راني نحوس على لبسة تكون أنيقة.,['أبحث عن شيء رسمي.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f8640>,3.2149545730574576,7.385811467444121,4.058266770945278e-05,0.019442612305283546,0.002087305299937725,0.03599309816490859,7.51285845607925e-05,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'm looking for something dressy.\nTranslation:""}]}]",True,,(),dza,False,None,None
Blobheart:command-r,موافق. نجي نديك للفندق ديالك على الثامنة.,['حَسْبُهُمْ أَنَّا نَقْبِضُ عَلَيْكُمُ الْعَشْرَةَ. سَآخُذُكُم مِّن فُندُقِكُمْ عِندَ الثَّامِنَةِ.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f8580>,0.6822460104362357,11.85849113159358,0.004373651229929054,0.09162077307701111,0.047736458480358124,0.12678390368819237,0.006052214554389118,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOkay. I'll pick you up at your hotel at eight o'clock.\nTranslation:""}]}]",True,,(),dza,False,None,None
Blobheart:command-r,واسمها هاذ الطريق؟,['أش كون سميتها هاذيك الرّحبة؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f8a30>,7.495553473355845,18.78971249654395,0.0008898013072003268,0.0009730561287142336,0.914439857006073,0.9974193882808322,0.912080042794609,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhat street is this?\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,التاسع و عشرون أوت.,['تاسع وعشرين أوت.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f8b80>,19.493995755254467,52.48698690888893,0.008942382427325368,0.02755257859826088,0.32455700635910034,0.416519682854414,0.1351843813568705,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nAugust twenty-ninth.\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,تقدر تتحقق من الفاتورة ديالي دوكا؟,['هل تريد تسوية الفاتورة الآن؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f8a60>,10.941952848244524,23.90309629553432,3.2221854113275578e-06,0.0009817536920309067,0.003282071091234684,0.0037881565222050995,1.2432999010601476e-05,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nDo you want to settle the bill now?\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,معنديش الدراهم.,['ماعنديش فلوس.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f8a90>,14.535768424205482,23.316396789025156,0.008766744771993018,0.008963797241449356,0.9780168533325195,0.5944667439907789,0.5813984943686901,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI don't have any money.\nTranslation:""}]}]",True,,(),dza,False,None,None
Blobheart:command-r,الحاجة لي بعناها كثر هاذ السنوات الأربعة الماضية هي آلة النسخ ايه إيكس أربعمئة و خمسون.,['أفضل منتجاتنا مبيعاً على مدى السنوات الأربع الماضية كان آلة النسخ AX-450.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f8d90>,21.541302515258888,30.732031507550023,5.197259684841472e-06,0.0013507510302588344,0.003847681451588869,0.007670268416404724,2.9512749514508385e-05,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nOur top-seller for the last four years has been the AX-four five zero copier.\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,مليح تماما.,['يَلْبَسْ بِالْمِقْدَارِ الْمُنَاسِبِ.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f8190>,1.199348129252962,10.257352941176471,0.0,0.0,0.0,0.0,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nIt fits just right.\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,راني حاب نحط الأغراض المهمة.,['أريد التأكد من مقتنياتي الثمينة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f8460>,3.3864985683445354,11.24771436820325,1.4753538926319098e-06,0.0007635712390765548,0.0019321758300065994,0.002294136182172224,4.432674481936788e-06,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI'd like to check my valuables.\nTranslation:""}]}]",True,,(),dza,False,None,None
Blobheart:command-r,السيد كوباياشي راهو يحوس عليك.,['السيد كوباياشي يبحث عنك.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e3f8d60>,43.98917247584221,46.86214245895204,0.0,0.43742847442626953,0.0,0.6806942857801914,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nMr. Kobayashi has been looking for you.\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,راني حاب مكان صغير.,['أريد مكانا صغيرا.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e40bc70>,7.809849842300637,24.38596491603645,0.0,0.0007375179557129741,0.0,0.002169556013541296,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nI would like someplace small.\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,تقدر تسلفلي حبل تع الجر، من فضلك؟,['هل يمكنك إعانتي بحبل سحب، من فضلك؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e40bc10>,18.934058951353833,28.615718829652053,1.924550467991004e-05,0.0024613214191049337,0.007819175720214844,0.006622593849897385,5.178322503596178e-05,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nCan you lend me a towrope, please?\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,بقاو أماكن للندن؟,['هل لديكم أي مقاعد شاغرة متجهة إلى لندن؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e40b130>,2.627961710408444,17.25071884877221,0.0,0.0012616998283192515,0.0,0.004426706524100155,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nDo you have any vacant seats for London?\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,مازال عندكم أماكن لعرض المساء؟,['هل ما زال لديكم مقاعد للعرض الليلي؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e40bfd0>,4.456882760699063,22.273114543542075,2.132465934179327e-05,0.0011319905752316117,0.018838195130228996,0.004782291653100401,9.008974333077075e-05,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nDo you still have seats for tonight's performance?\nTranslation:""}]}]",True,,(),dza,False,None,None
Blobheart:command-r,فكرة شابة.,['فكرة رائعة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e40b400>,0.0,29.445003393014435,0.0,0.00840833317488432,0.0,0.06824580067768693,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nLovely idea.\nTranslation:'}]}]",True,,(),dza,False,None,None
Blobheart:command-r,أكيد، خوذ وقتك.,['اكيد، خذ وقتك.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3e40bb50>,26.647313141084275,51.04872787995719,0.0005287092069993955,0.0016852141125127673,0.31373414397239685,0.007994641026016325,0.002508191858663836,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nSure, take your time.\nTranslation:'}]}]",True,,(),dza,False,None,None
