estimator,from_cache,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,raw_prompt,_raw_turns,chat_preamble,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
Blobheart:command-r-plus,True,ويمكن القيام بذلك بسهولة باستخدام منبه هادئة نسبياً ليُعيدك إلى وعيك دون إيقاظك كلياً.,['يمكن القيام بذلك بسهولة من خلال استخدام منبه هادئ نسبيًا لإخراجك من حالة اللاوعي دون إيقاظك بشكل كامل.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e62b3be0>,25.572642416297196,50.87454809332436,0.0,0.02013900876045227,0.0,0.8506707814522088,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nThis can be easily done by using a relatively quiet alarm clock to bring you to consciousness without fully waking you.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,سافروا عودةً إلى باريس في عربة يحيط بهم حشد كبير من الناس الذين يصرخون ويهتفون ضد الملك والملكة.,['في العربة، عادوا إلى باريس محاطين بحشد من الناس يصرخون ويهتفون بتهديدات ضد الملك والملكة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e62b35b0>,39.42509258670266,50.63619297753279,0.00010623511315875894,0.013763876631855965,0.007718400564044714,0.3719428072217852,0.002870803573053001,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nIn a carriage, they traveled back to Paris surrounded by a mob of people screaming and shouting threats against the King and Queen.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,اكتشفَ د. توني مول مرضَ السّل شديد المقاومةِ للأدويةِ أو ما بعرف ب (XDR-TB) في منطقةِ كوازولوناتال في جنوب إفريقيا.,['اكتشف الدكتور توني مول السل شديد المقاومة للأدوية (XDR-TB) في منطقة كوازولو ناتال في جنوب أفريقيا.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e62b3d00>,34.27381572158418,53.77945838415902,0.00010099359560637212,0.002875775331631303,0.03511873632669449,0.021454357949551195,0.0007534499398888102,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nDr. Tony Moll discovered the Extremely Drug Resistant Tuberculosis (XDR-TB) in the South African region KwaZulu-Natal.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,إن فكرة التزلج قديمة جداً — يعود تاريخ لوحات الكهوف التي تصور المتزلجين إلى سنة ٥٠٠٠ قبل الميلاد!,['فكرة التزلج قديمة جداً - تعود الرسومات الكهفية التي تصور المتزلجين إلى 5000 عام قبل الميلاد!'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e62b3c70>,49.34039937251127,60.190222322678586,0.002611874401322045,0.04586562514305115,0.05694622918963432,0.49380248377565295,0.028120189415499017,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nThe idea of skiing is very old — cave paintings depicting skiers date back as far as 5000 BC!\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,في بعض الأحيان، يواجه المسافرون الذين يجدون سهولة في التكيف مع الثقافة الجديدة صعوبة خاصة في إعادة التكيف مع ثقافتهم الأصلية.,['قد يواجه المسافرون الذين اعتادوا بسهولة على الثقافة الجديدة صعوبة بالغة في التأقلم مرة أخرى مع ثقافتهم الأصلية.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e62b3d30>,39.01058491985273,53.05949040695055,0.0,0.04393170773983002,0.0,0.709827269311063,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nTravellers who had an easy time adjusting to the new culture sometimes have a particularly hard time readjusting to their native culture.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,يمكنك أن تسمع صوت السيّاح والبائعين هنا دائماً عادةً. فقصة الصوت والضوء تشبه قصة كتابٍ.,['عادةً تسمع دائمًا أصوات السياح والباعة. قصة الصوت والضوء تشبه قصة كتاب.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e62b3520>,38.418129543773304,49.09252512207469,0.014734210160316508,0.3996694087982178,0.036865994334220886,0.93916386726778,0.03462320980959895,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nUsually you always here the sound of tourists and vendors. The story of the sound and light is just like a story book.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,لم يكن من الممكن أن تتضمن الوَجَباتِ الرومانية القديمةِ الأطعمةَ اللي جاءت إلى أوروبا من أمريكا أو من آسيا في القرون اللاحقة.,['ما كان للوجبات الرومانية القديمة أن تشمل أطعمة جاءت إلى أوروبا من أمريكا أو آسيا في القرون اللاحقة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e62b3370>,46.467044581606174,58.05690080055529,5.06156572748365e-05,0.05860790237784386,0.0008636319544166327,0.7395789574366063,0.0006387240204563918,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nAncient Roman meals couldn't have included foods that came to Europe from America or from Asia in later centuries.\nTranslation:""}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,تصنع النباتات طعامها من الشمس من خلال التمثيل الضوئي. كما يوفرون الظل.,['تصنع النباتات طعامها من الشمس عن طريق عملية التمثيل الضوئي. كما أنها توفر الظل.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e62b3fd0>,65.58090491210355,70.52431092127318,0.0,0.22257329523563385,0.0,0.8709243921330199,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nPlants make their food from the sun by photosynthesis. They also provide shade.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,تكوين هذه البلورات متطابق مع تلك الموجودة في بول الحيوانات الأليفة المتأثرة عند مقارنتها بواسطة التحليل الطيفي بالأشعة تحت الحمراء (FTIR).,['تطابق تركيبة هذه البلورات تلك الموجودة في بول الحيوانات الأليفة المصابة عند مقارنتها بواسطة مطيافية الأشعة تحت الحمراء (FTIR).'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e62b3340>,53.257410503295404,69.65296694646044,0.0,0.012043530121445656,0.0,0.9652385926747229,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nThe composition of these crystals matches those found in the urine of affected pets when compared by infrared spectroscopy (FTIR).\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,وقع من ضمن الخسائر نيكولاس ألدين صاحب الخمسة وعشرين عاماً وذاكاري كوديباك صاحب الواحد وعشرين عاماً. كان كوديباك السائق.,['كانت الوفيات هي نيكولاس ألدين، 25 عامًا، وزاكاري كوديباك، 21 عامًا. وكان كوديباك هو السائق.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e62b3e20>,26.64021544938567,32.90726132011316,0.0,0.10708609223365784,0.0,0.3599985728505999,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nThe fatalities were Nicholas Alden, 25, and Zachary Cuddeback, 21. Cuddeback had been the driver.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,في سبيل المقارنة بين التعداد السكاني التي تدهش الكثيرين: عدد السكان الأمريكان الأفريقيين اللذين يقيمون في الولايات المتحدة الأمريكية أكثر من عدد المواطنين الكنديين.,['لمقارنة سكانية تدهش الكثيرين: هناك عدد أكبر من الأمريكيين الأفارقة الذين يعيشون في الولايات المتحدة مقارنة بعدد المواطنين الكنديين.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e62b3f70>,30.962208568754995,49.20499640655851,0.0,0.0018348388839513063,0.0,0.016116106940899044,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nFor a comparison of population that surprises many: There are more African Americans living in the US than there are Canadian citizens.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,تذكر أنه على الرغم من أن الموسيقى في المنصات الرئيسية قد تكون انتهت، إلا أن هناك أقسام من المهرجان قد تستمر في تشغيل الموسيقى حتى وقت متأخر من الليل.,['تذكر أنه على الرغم من أن الموسيقى على المسارح الرئيسية قد تكون قد انتهت، فقد يستمر بعض أقسام المهرجان في تقديم الموسيقى حتى وقت متأخر من الليل.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e62b3760>,50.25636862418088,64.65709443814998,0.0,0.005915212910622358,0.0,0.9819377899402753,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nRemember that even though music on the main stages may have finished, there may be sections of the festival that will keep playing music until late into the night.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,أنواع النبيذ الفرنسي متعددة، ولكن النبيذ النيوزيلندي والأسترالي قد يحظيا بانتشار أوسع.,['في العديد من أنواع النبيذ الفرنسي المتاحة، ولكن نبيذ نيوزيلندا وأستراليا قد يكون أفضل للسفر.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e62b3970>,24.987327005583026,44.62080819942538,0.0,0.02384737879037857,0.0,0.9338178173929919,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nThere are many French wines to be had, but the New Zealand and Australian wines might travel better.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,فرّ جميعهم عائدين من حيث وقعت الحادثة.,['رَكَضُوا جَمِيعًا عَائِدِينَ مِنْ حَيْثُ وَقَعَ الحَادِثُ.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e62b39a0>,1.0700143107304574,13.167535945717713,0.015626090506534185,0.07186668366193771,0.21743163466453552,0.6143419870641083,0.133577382490408,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nThey all ran back from where the accident had happened.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,يعتمد مطبخ مايوركا، مثل مطبخ المناطق المماثلة في البحر الأبيض المتوسط، على الخبز والخضروات واللحوم (خاصة لحم الخنزير)، ويستخدم زيت الزيتون في جميع الأنحاء.,['يستند المطبخ المايوركي، مثل مطابخ المناطق المشابهة في منطقة البحر الأبيض المتوسط، إلى الخبز والخضروات واللحوم (خاصة لحم الخنزير)، ويستخدم زيت الزيتون في جميع الأطباق.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e62b3a60>,60.41202363889512,73.79922156984593,0.0,0.03774018585681915,0.0,0.5995011867489666,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nMajorcan cuisine, like that of similar zones in the Mediterranean, is based on bread, vegetables and meat (specially pork), and uses olive oil throughout.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,إذا قررت زيارة منطقة القطب الشمالي أو القطب الجنوبي في الشتاء، فسوف تجرب الليل القطبي، وهو يعني أن الشمس لا ترتفع فوق الأفق.,['إذا زرت المناطق القطبية الشمالية أو الجنوبية في الشتاء، فسوف تختبر الليل القطبي، مما يعني أن الشمس لا تشرق فوق الأفق.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e62b3640>,37.80457136549963,54.75159906027102,0.0,0.2710955739021301,0.0,0.829992237733677,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nIf you visit the Arctic or Antarctic areas in the winter you will experience the polar night, which means that the sun doesn't rise above the horizon.\nTranslation:""}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,ذهب أكثر من 4 ملايين شخص إلى روما لحضور الجنازة.,['راح أكثر من أربعة ملايين شخص لروما عشان يحضروا الجنازة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e62b3bb0>,20.973425791310696,46.55307074035646,0.06519442688798449,0.08838117122650146,0.7376506328582764,0.16283010982442647,0.12011173356037083,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nOver four million people went to Rome to attend the funeral.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,لقد غرقت جميع السفن باستثناء طراد بريطاني واحد. وغرق ما يقرب من 200 شخص أمريكي وألماني.,['غَرِقَتْ كُلُّ السُّفُنِ، إِلَّا طَرادَةً بِرِيطانِيَّةً وَاحِدَةً. وَفُقِدَتْ حَوالَيْ مِئَتَيْ حَياةٍ أَمْرِيكِيَّةٍ وَأَلْمانِيَّةٍ.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e62b3ac0>,0.5858518567668101,12.11456829558663,0.000535514774546636,0.07226520776748657,0.007410409394651651,0.16250640152429696,0.0012042389645466837,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nAll the ships were sunk, except for one British cruiser. Nearly 200 American and German lives were lost.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,كوني حازمة في رفض الرجال، ولا تخافي من التمسك بموقفك (لا تجعل الاختلافات الثقافية الأمر مقبولاً!).,['كوني حازمة في رفض الرجال، ولا تخافي من الوقوف في وجههم (سواء كانت هناك اختلافات ثقافية أو لا، فهذا لا يجعل الأمر مقبولاً!).'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e62b37f0>,43.5408542228075,65.3138601404708,9.694944200503135e-05,0.029693106189370155,0.0032650488428771496,0.1368051553145051,0.0004466755140592536,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nBe firm in turning down men, and don't be afraid to stand your ground (cultural differences or not, it doesn't make it ok!).\nTranslation:""}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,قد أدت عمليات الإنزال في اليوم المشهود والمعارك التالية له إلى تحرير شمال فرنسا، لكن الجنوب لم يكن قد حُرر بعد.,['إن إنزالات يوم النصر ومعاركه التي تلت ذلك حررت شمال فرنسا، لكن الجنوب لم يتحرر بعد.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e62b3700>,21.919494356157394,38.190142856621115,9.674892154809111e-06,0.008585367351770401,0.0011269048554822803,0.10726107098162174,0.00012087302169341905,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nThe D-Day landings and the following battles had freed the north of France, but the south still wasn't free.\nTranslation:""}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,عند استغلال جميع الموارد المتاحة بشكل فعال عبر الإدارات الوظيفية في المنظمة، يمكن أن يتحقق الإبداع والبراعة.,['عندما تُستخدم جميع الموارد المتاحة بفعالية عبر الأقسام الوظيفية لمنظمة ما، يمكن أن تتجلى الإبداعية والبراعة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5a0b910>,31.404161351558688,49.58744893224368,0.0,0.2247568815946579,0.0,0.8101736714597791,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhen all available resources are effectively used across the functional departments of an organization, creativity and ingenuity can transpire.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,بلغ الطراز القوطي ذروته في فترة ما بين القرنين العاشر أو الحادي عشر إلى القرن الرابع عشر.,['بلغ الطراز القوطي ذروته في الفترة ما بين القرنين العاشر والحادي عشر والقرن الرابع عشر.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5a0b820>,65.0402522652643,79.00901488260544,0.0002149554791648911,0.045253604650497437,0.004750018939375877,0.10339597892016172,0.0004911328581260772,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nGothic style peaked in the period between the 10th - 11th centuries and the 14th century.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,"إن أي زيارات خارج ""غوما"" يجب البحث عنها لفهم حالة القتال المستمر في مقاطعة شمال ""كيفو""، في حين أن ""غوما"" آمنة بشكل معقول.",['بينما تعتبر غوما آمنة إلى حد ما، يجب البحث عن أي زيارات خارج غوما لفهم حالة القتال المستمر في مقاطعة كيفو الشمالية.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5a0b730>,37.5731281269476,53.83417157443876,0.0,0.0003657248744275421,0.0,0.010506779042771086,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhile Goma is reasonably safe, any visits outside of Goma should be researched to understand the state of the fighting that persists in the North Kivu province.\nTranslation:'}]}]",,sau,False,None,None,None
Blobheart:command-r-plus,True,وهي بالرغم من ذلك ليست متفردة في هذا الشأن، يعتبر التجريب والتجربة اختباراً يمكن استخدامه لتفنيد واحدة أو أكثر من الفرضيات المحتملة؛ طرح الأسئلة وإجراء الملاحظات يوجه البحث العلمي أيضاً.,['لكنها لا تعمل بمفردها، فالاختبار التجريبي هو اختبار يستخدم للقضاء على فرضية أو أكثر من الفرضيات المحتملة، كما أن طرح الأسئلة وإجراء الملاحظات يوجهان البحث العلمي أيضًا.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5a0b640>,37.479098325968444,48.54936478959153,0.0,0.04515473172068596,0.0,0.8151049260050058,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nIt isn’t alone though, experimentation, and an experiment is a test that is used to eliminate one or more of the possible hypotheses, asking questions, and making observations also guide scientific research.\nTranslation:'}]}]",,sau,False,None,None,None
